id,sentence,script_type,char_pinyin_pairs,english_translation,sentence_hsk_level
27634,迪克彈鋼琴露西唱歌。,traditional,迪:di2|克:ke4|彈:dan4|鋼:gang1|琴:qin2|露:lu4|西:xi1|唱:chang4|歌:ge1|。:,Dick plays the piano while Lucy sings.,7-9
27635,你介意我關窗戶嗎？,traditional,你:ni3|介:jie4|意:yi4|我:wo3|關:guan1|窗:chuang1|戶:hu4|嗎:ma|？:,Do you mind if I close the window?,4
27636,他說的話真的傷害了我。,traditional,他:ta1|說:shuo1|的:de|話:hua4|真:zhen1|的:de|傷:shang1|害:hai4|了:le|我:wo3|。:,What he said really hurt me.,3
27637,這封信是肯寫的嗎？,traditional,這:zhe4|封:feng1|信:xin4|是:shi4|肯:ken3|寫:xie3|的:de|嗎:ma|？:,Is this letter written by Ken?,5
27638,你讓我想起你的兄弟。,traditional,你:ni3|讓:rang4|我:wo3|想:xiang3|起:qi3|你:ni3|的:de|兄:xiong1|弟:di4|。:,You remind me of your brother.,4
27639,你打算怎麼辦？,traditional,你:ni3|打:da3|算:suan4|怎:zen3|麼:me|辦:ban4|？:,What do you plan to do?,2
27640,全盤考慮後，我覺得你應該回家，照顧你的父母。,traditional,全:quan2|盤:pan2|考:kao3|慮:lv4|後:hou4|，:|我:wo3|覺:jue2|得:de2|你:ni3|應:ying1|該:gai1|回:hui2|家:jia1|，:|照:zhao4|顧:gu4|你:ni3|的:de|父:fu4|母:mu3|。:,"After considering everything, I think you should go home and take care of your parents.",4
27641,把你的字典借給我好嗎？,traditional,把:ba3|你:ni3|的:de|字:zi4|典:dian3|借:jie4|給:gei3|我:wo3|好:hao3|嗎:ma|？:,Can you lend me your dictionary?,3
27642,湯姆和蘇彼此相愛。,traditional,湯:tang1|姆:mu3|和:he2|蘇:su1|彼:bi3|此:ci3|相:xiang1|愛:ai4|。:,Tom and Sue love each other.,7-9
27643,你應該要更小心的。,traditional,你:ni3|應:ying1|該:gai1|要:yao4|更:geng4|小:xiao3|心:xin1|的:de|。:,You should be more careful.,2
27644,你會發現這張地圖非常有用。,traditional,你:ni3|會:hui4|發:fa1|現:xian4|這:zhe4|張:zhang1|地:di4|圖:tu2|非:fei1|常:chang2|有:you3|用:yong4|。:,You will find this map very useful.,3
27645,誰比較高，你還是肯？,traditional,誰:shei2|比:bi3|較:jiao4|高:gao1|，:|你:ni3|還:hai2|是:shi4|肯:ken3|？:,"Who is taller, you or Ken?",5
27646,我們放學後會去踢足球。,traditional,我:wo3|們:men|放:fang4|學:xue2|後:hou4|會:hui4|去:qu4|踢:ti1|足:zu2|球:qiu2|。:,We will go play soccer after school.,6
27647,最後，她對他屈服了，並告訴了他這個秘密。,traditional,最:zui4|後:hou4|，:|她:ta1|對:dui4|他:ta1|屈:qu1|服:fu2|了:le|，:|並:bing4|告:gao4|訴:su4|了:le|他:ta1|這:zhe4|個:ge4|秘:mi4|密:mi4|。:,"In the end, she yielded to him and told him the secret.",7-9
27648,他說的話非常重要。,traditional,他:ta1|說:shuo1|的:de|話:hua4|非:fei1|常:chang2|重:zhong4|要:yao4|。:,What he said is very important.,1
27649,我們不在乎他做什麼。,traditional,我:wo3|們:men|不:bu4|在:zai4|乎:hu1|他:ta1|做:zuo4|什:shen2|麼:me|。:,We don't care what he does.,4
27650,你是這棟房子的主人嗎？,traditional,你:ni3|是:shi4|這:zhe4|棟:dong4|房:fang2|子:zi|的:de|主:zhu3|人:ren2|嗎:ma|？:,Are you the owner of this house?,7-9
27651,你今晚會待在家裡嗎？,traditional,你:ni3|今:jin1|晚:wan3|會:hui4|待:dai4|在:zai4|家:jia1|裡:li3|嗎:ma|？:,Are you staying home tonight?,3
27652,她一開門，一隻貓就跑了出來。,traditional,她:ta1|一:yi1|開:kai1|門:men2|，:|一:yi1|隻:zhi1|貓:mao1|就:jiu4|跑:pao3|了:le|出:chu1|來:lai2|。:,"As soon as she opened the door, a cat ran out.",2
27653,我們上週日開車去箱根。,traditional,我:wo3|們:men|上:shang4|週:zhou1|日:ri4|開:kai1|車:che1|去:qu4|箱:xiang1|根:gen1|。:,We drove to Hakone last Sunday.,beyond-hsk
27654,你安頓好就打電話給我。,traditional,你:ni3|安:an1|頓:dun4|好:hao3|就:jiu4|打:da3|電:dian4|話:hua4|給:gei3|我:wo3|。:,Call me once you settle in.,3
27655,你必須每天學習英語。,traditional,你:ni3|必:bi4|須:xu1|每:mei3|天:tian1|學:xue2|習:xi2|英:ying1|語:yu3|。:,You have to study English every day.,3
27656,我告訴過你梅利莎說的話嗎？,traditional,我:wo3|告:gao4|訴:su4|過:guo4|你:ni3|梅:mei2|利:li4|莎:sha1|說:shuo1|的:de|話:hua4|嗎:ma|？:,Did I tell you what Melissa said?,beyond-hsk
27657,湯姆比他的母親高。,traditional,湯:tang1|姆:mu3|比:bi3|他:ta1|的:de|母:mu3|親:qin1|高:gao1|。:,Tom is taller than his mother.,7-9
27658,這個桶子上有個洞。,traditional,這:zhe4|個:ge4|桶:tong3|子:zi|上:shang4|有:you3|個:ge4|洞:dong4|。:,There is a hole in this bucket.,7-9
27659,我們去年爬上了這座山。,traditional,我:wo3|們:men|去:qu4|年:nian2|爬:pa2|上:shang4|了:le|這:zhe4|座:zuo4|山:shan1|。:,We climbed this mountain last year.,2
27660,你上個月在美國嗎?,traditional,你:ni3|上:shang4|個:ge4|月:yue4|在:zai4|美:mei3|國:guo2|嗎:ma|?:,Were you in the United States last month?,3
27661,房間裡沒有任何人。,traditional,房:fang2|間:jian1|裡:li3|沒:mei2|有:you3|任:ren4|何:he2|人:ren2|。:,There is no one in the room.,3
27662,你不能做些事來幫助我嗎？,traditional,你:ni3|不:bu4|能:neng2|做:zuo4|些:xie1|事:shi4|來:lai2|幫:bang1|助:zhu4|我:wo3|嗎:ma|？:,Can't you do something to help me?,2
27663,我們去年冬天在倫敦。,traditional,我:wo3|們:men|去:qu4|年:nian2|冬:dong1|天:tian1|在:zai4|倫:lun2|敦:dun1|。:,We were in London last winter.,7-9
27664,比爾討厭他的父親大量抽煙。,traditional,比:bi3|爾:er3|討:tao3|厭:yan4|他:ta1|的:de|父:fu4|親:qin1|大:da4|量:liang4|抽:chou1|煙:yan1|。:,Bill hates that his father smokes a lot.,5
27665,那不關他的事。,traditional,那:na4|不:bu4|關:guan1|他:ta1|的:de|事:shi4|。:,That’s not his concern.,1
27666,他們似乎不是美國人。,traditional,他:ta1|們:men|似:si4|乎:hu1|不:bu2|是:shi4|美:mei3|國:guo2|人:ren2|。:,They don't seem to be Americans.,4
27667,會議比往常早結束。,traditional,會:hui4|議:yi4|比:bi3|往:wang3|常:chang2|早:zao3|結:jie2|束:shu4|。:,The meeting ended earlier than usual.,3
27668,城堡在河的對面。,traditional,城:cheng2|堡:bao3|在:zai4|河:he2|的:de|對:dui4|面:mian4|。:,The castle is across the river.,7-9
27669,這隻狗救了這個小女孩的命。,traditional,這:zhe4|隻:zhi1|狗:gou3|救:jiu4|了:le|這:zhe4|個:ge4|小:xiao3|女:nv3|孩:hai2|的:de|命:ming4|。:,This dog saved the little girl's life.,3
27670,公園裡都是孩子。,traditional,公:gong1|園:yuan2|裡:li3|都:dou1|是:shi4|孩:hai2|子:zi|。:,The park is full of children.,2
27671,湯姆喜歡茶勝過咖啡。,traditional,湯:tang1|姆:mu3|喜:xi3|歡:huan1|茶:cha2|勝:sheng4|過:guo4|咖:ka1|啡:fei1|。:,Tom prefers tea over coffee.,7-9
27672,這個噪聲快把我逼瘋了。,traditional,這:zhe4|個:ge4|噪:zao4|聲:sheng1|快:kuai4|把:ba3|我:wo3|逼:bi1|瘋:feng1|了:le|。:,This noise is driving me crazy.,7-9
27673,世界每一分鐘都在改變。,traditional,世:shi4|界:jie4|每:mei3|一:yi1|分:fen1|鐘:zhong1|都:dou1|在:zai4|改:gai3|變:bian4|。:,The world is changing every minute.,3
27674,你能幫我一個忙嗎？,traditional,你:ni3|能:neng2|幫:bang1|我:wo3|一:yi1|個:ge4|忙:mang2|嗎:ma|？:,Can you do me a favor?,1
27675,明天你能準備好離開嗎？,traditional,明:ming2|天:tian1|你:ni3|能:neng2|準:zhun3|備:bei4|好:hao3|離:li2|開:kai1|嗎:ma|？:,Can you be ready to leave tomorrow?,2
27676,你父母親在家嗎？,traditional,你:ni3|父:fu4|母:mu3|親:qin1|在:zai4|家:jia1|嗎:ma|？:,Are your parents at home?,3
27677,昨晚你發生了什麼事？,traditional,昨:zuo2|晚:wan3|你:ni3|發:fa1|生:sheng1|了:le|什:shen2|麼:me|事:shi4|？:,What happened to you last night?,2
27678,火車上有預訂的座位嗎？,traditional,火:huo3|車:che1|上:shang4|有:you3|預:yu4|訂:ding4|的:de|座:zuo4|位:wei4|嗎:ma|？:,Are there reserved seats on the train?,3
27679,你要什麼甜點？,traditional,你:ni3|要:yao4|什:shen2|麼:me|甜:tian2|點:dian3|？:,What dessert do you want?,3
27680,你有帶雨傘嗎？,traditional,你:ni3|有:you3|帶:dai4|雨:yu3|傘:san3|嗎:ma|？:,Did you bring an umbrella?,4
27681,這架飛機安全著陸了。,traditional,這:zhe4|架:jia4|飛:fei1|機:ji1|安:an1|全:quan2|著:zhuo2|陸:lu4|了:le|。:,The plane landed safely.,4
27682,你星期六去上學嗎？,traditional,你:ni3|星:xing1|期:qi1|六:liu4|去:qu4|上:shang4|學:xue2|嗎:ma|？:,Are you going to school on Saturday?,1
27683,這里上面有我的名字。,traditional,這:zhe4|里:li3|上:shang4|面:mian4|有:you3|我:wo3|的:de|名:ming2|字:zi4|。:,My name is on the top here.,1
27684,本來在這里的人都走了。,traditional,本:ben3|來:lai2|在:zai4|這:zhe4|里:li3|的:de|人:ren2|都:dou1|走:zou3|了:le|。:,Everyone who was here has left.,1
27685,我好像把傘忘了在火車上了。,traditional,我:wo3|好:hao3|像:xiang4|把:ba3|傘:san3|忘:wang4|了:le|在:zai4|火:huo3|車:che1|上:shang4|了:le|。:,I think I forgot my umbrella on the train.,4
27686,你在這里逗留多久?,traditional,你:ni3|在:zai4|這:zhe4|里:li3|逗:dou4|留:liu2|多:duo1|久:jiu3|?:,How long are you staying here?,7-9
27687,請在這里签名。,ambiguous,請:qing3|在:zai4|這:zhe4|里:li3|签:qian1|名:ming2|。:,Please sign here.,5
27688,回家吧我們。,traditional,回:hui2|家:jia1|吧:ba|我:wo3|們:men|。:,Let's go home.,1
27689,她是昨天去的演唱會。,traditional,她:ta1|是:shi4|昨:zuo2|天:tian1|去:qu4|的:de|演:yan3|唱:chang4|會:hui4|。:,She went to the concert yesterday.,3
27690,我爸常常在我睡覺的時候出門。,traditional,我:wo3|爸:ba4|常:chang2|常:chang2|在:zai4|我:wo3|睡:shui4|覺:jiao4|的:de|時:shi2|候:hou4|出:chu1|門:men2|。:,My dad often leaves when I'm sleeping.,1
27691,不要太依賴別人。,traditional,不:bu2|要:yao4|太:tai4|依:yi1|賴:lai4|別:bie2|人:ren2|。:,Don't rely too much on others.,6
27692,他們在紐西蘭講英語。,traditional,他:ta1|們:men|在:zai4|紐:niu3|西:xi1|蘭:lan2|講:jiang3|英:ying1|語:yu3|。:,They speak English in New Zealand.,7-9
27693,這件藍色毛衣很漂亮。,traditional,這:zhe4|件:jian4|藍:lan2|色:se4|毛:mao2|衣:yi1|很:hen3|漂:piao4|亮:liang4|。:,This blue sweater is very beautiful.,2
27694,你可以去任何你想去的地方。,neutral,你:ni3|可:ke3|以:yi3|去:qu4|任:ren4|何:he2|你:ni3|想:xiang3|去:qu4|的:de|地:di4|方:fang1|。:,You can go anywhere you want.,3
27695,這個瓶子裝滿了水。,traditional,這:zhe4|個:ge4|瓶:ping2|子:zi|裝:zhuang1|滿:man3|了:le|水:shui3|。:,This bottle is filled with water.,2
27696,他們昨天路過她家。,traditional,他:ta1|們:men|昨:zuo2|天:tian1|路:lu4|過:guo4|她:ta1|家:jia1|。:,They passed by her house yesterday.,1
27697,他們正在廚房裡說話。,traditional,他:ta1|們:men|正:zheng4|在:zai4|廚:chu2|房:fang2|裡:li3|說:shuo1|話:hua4|。:,They are talking in the kitchen.,5
27698,印度的人口有多少？,neutral,印:yin4|度:du4|的:de|人:ren2|口:kou3|有:you3|多:duo1|少:shao3|？:,What is the population of India?,2
27699,請你把鹽遞給我好嗎？,traditional,請:qing3|你:ni3|把:ba3|鹽:yan2|遞:di4|給:gei3|我:wo3|好:hao3|嗎:ma|？:,"Could you pass me the salt, please?",4
27700,你知道如何開車嗎？,traditional,你:ni3|知:zhi1|道:dao4|如:ru2|何:he2|開:kai1|車:che1|嗎:ma|？:,Do you know how to drive?,3
27701,問問他把他的車停在那裡。,traditional,問:wen4|問:wen4|他:ta1|把:ba3|他:ta1|的:de|車:che1|停:ting2|在:zai4|那:na4|裡:li3|。:,Ask him where he parked his car.,3
27702,這夥人計劃搶劫。,traditional,這:zhe4|夥:huo3|人:ren2|計:ji4|劃:hua4|搶:qiang3|劫:jie2|。:,This group is planning a robbery.,7-9
27703,你的胃會痛嗎?,traditional,你:ni3|的:de|胃:wei4|會:hui4|痛:tong4|嗎:ma|?:,Will your stomach hurt?,5
27704,他说一套做一套。,simplified,他:ta1|说:shuo1|一:yi1|套:tao4|做:zuo4|一:yi1|套:tao4|。:,He talks one way and acts another.,2
27705,你可以幫我保留這個座位嗎?,traditional,你:ni3|可:ke3|以:yi3|幫:bang1|我:wo3|保:bao3|留:liu2|這:zhe4|個:ge4|座:zuo4|位:wei4|嗎:ma|?:,Can you help me save this seat?,3
27706,安不會來我們的派對。,traditional,安:an1|不:bu4|會:hui4|來:lai2|我:wo3|們:men|的:de|派:pai4|對:dui4|。:,An won't come to our party.,3
27707,這個手提箱是誰的?,traditional,這:zhe4|個:ge4|手:shou3|提:ti2|箱:xiang1|是:shi4|誰:shei2|的:de|?:,Whose suitcase is this?,3
27708,他們的父親是一個計程車司機。,traditional,他:ta1|們:men|的:de|父:fu4|親:qin1|是:shi4|一:yi1|個:ge4|計:ji4|程:cheng2|車:che1|司:si1|機:ji1|。:,Their father is a taxi driver.,3
27709,這口井乾涸了。,traditional,這:zhe4|口:kou3|井:jing3|乾:qian2|涸:he2|了:le|。:,This well has dried up.,beyond-hsk
27710,士兵們守衛著這座橋。,traditional,士:shi4|兵:bing1|們:men|守:shou3|衛:wei4|著:zhe|這:zhe4|座:zuo4|橋:qiao2|。:,The soldiers are guarding this bridge.,4
27711,我們平分這筆錢。,traditional,我:wo3|們:men|平:ping2|分:fen1|這:zhe4|筆:bi3|錢:qian2|。:,We will split this money evenly.,2
27712,你為什麼需要這筆錢？,traditional,你:ni3|為:wei4|什:shen2|麼:me|需:xu1|要:yao4|這:zhe4|筆:bi3|錢:qian2|？:,Why do you need this money?,3
27713,你可以做到，不是嗎？,traditional,你:ni3|可:ke3|以:yi3|做:zuo4|到:dao4|，:|不:bu2|是:shi4|嗎:ma|？:,"You can do it, can't you?",2
27714,他的样子就是说一套做一套。,simplified,他:ta1|的:de|样:yang4|子:zi|就:jiu4|是:shi4|说:shuo1|一:yi1|套:tao4|做:zuo4|一:yi1|套:tao4|。:,His actions don't match his words.,2
27715,Charles Lindbergh於1927年成功完成了第一次獨自飛越大西洋。,traditional,Charles:|Lindbergh:|於:yu2|1927:|年:nian2|成:cheng2|功:gong1|完:wan2|成:cheng2|了:le|第:di4|一:yi1|次:ci4|獨:du2|自:zi4|飛:fei1|越:yue4|大:da4|西:xi1|洋:yang2|。:,Charles Lindbergh successfully completed the first solo transatlantic flight in 1927.,6
27716,你今天不必讀書。,traditional,你:ni3|今:jin1|天:tian1|不:bu4|必:bi4|讀:du2|書:shu1|。:,You don't have to study today.,2
27717,繩子被拉斷了。,traditional,繩:sheng2|子:zi|被:bei4|拉:la1|斷:duan4|了:le|。:,The rope has been pulled apart.,7-9
27718,公園裡有很多樹嗎?,traditional,公:gong1|園:yuan2|裡:li3|有:you3|很:hen3|多:duo1|樹:shu4|嗎:ma|?:,Are there many trees in the park?,2
27719,请关闭电视机。,simplified,请:qing3|关:guan1|闭:bi4|电:dian4|视:shi4|机:ji1|。:,Please turn off the TV.,4
27720,关闭电视机,simplified,关:guan1|闭:bi4|电:dian4|视:shi4|机:ji1,Turn off the TV.,4
27721,听起来好像他是这场灾难的罪魁祸首。,simplified,听:ting1|起:qi3|来:lai2|好:hao3|像:xiang4|他:ta1|是:shi4|这:zhe4|场:chang3|灾:zai1|难:nan4|的:de|罪:zui4|魁:kui2|祸:huo4|首:shou3|。:,It sounds like he is the culprit of this disaster.,7-9
27722,这毫无意义。,neutral,这:zhe4|毫:hao2|无:wu2|意:yi4|义:yi4|。:,This is meaningless.,4
27723,这正如我想的一样。,simplified,这:zhe4|正:zheng4|如:ru2|我:wo3|想:xiang3|的:de|一:yi1|样:yang4|。:,This is just as I thought.,2
27724,他在大学修读历史。,simplified,他:ta1|在:zai4|大:da4|学:xue2|修:xiu1|读:du2|历:li4|史:shi3|。:,He is studying history in college.,4
27725,你恐怕会变成一个好人哦。,simplified,你:ni3|恐:kong3|怕:pa4|会:hui4|变:bian4|成:cheng2|一:yi2|个:ge4|好:hao3|人:ren2|哦:o2|。:,You might just become a good person.,7-9
27726,我匆忙的吃了午餐。,neutral,我:wo3|匆:cong1|忙:mang2|的:de|吃:chi1|了:le|午:wu3|餐:can1|。:,I hurriedly ate lunch.,7-9
27727,生活費升高了。,traditional,生:sheng1|活:huo2|費:fei4|升:sheng1|高:gao1|了:le|。:,The cost of living has gone up.,3
27728,比爾很早起床這樣他就可以趕上第一班火車了。,traditional,比:bi3|爾:er3|很:hen3|早:zao3|起:qi3|床:chuang2|這:zhe4|樣:yang4|他:ta1|就:jiu4|可:ke3|以:yi3|趕:gan3|上:shang4|第:di4|一:yi1|班:ban1|火:huo3|車:che1|了:le|。:,Bill got up early so he could catch the first train.,5
27729,你身上有錢嗎？,traditional,你:ni3|身:shen1|上:shang4|有:you3|錢:qian2|嗎:ma|？:,Do you have any money on you?,1
27730,史密斯夫婦住在我家附近。,traditional,史:shi3|密:mi4|斯:si1|夫:fu1|婦:fu4|住:zhu4|在:zai4|我:wo3|家:jia1|附:fu4|近:jin4|。:,The Smiths live near my house.,7-9
27731,9點可以嗎？,traditional,9:|點:dian3|可:ke3|以:yi3|嗎:ma|？:,Is 9 o'clock okay?,2
27732,他們上個月去美國。,traditional,他:ta1|們:men|上:shang4|個:ge4|月:yue4|去:qu4|美:mei3|國:guo2|。:,They went to the United States last month.,3
27733,這班火車每站都停。,traditional,這:zhe4|班:ban1|火:huo3|車:che1|每:mei3|站:zhan4|都:dou1|停:ting2|。:,This train stops at every station.,3
27734,請您在這本書上簽名好嗎?,traditional,請:qing3|您:nin2|在:zai4|這:zhe4|本:ben3|書:shu1|上:shang4|簽:qian1|名:ming2|好:hao3|嗎:ma|?:,Could you please sign this book?,5
27735,在那邊游泳的男孩是誰?,traditional,在:zai4|那:na4|邊:bian1|游:you2|泳:yong3|的:de|男:nan2|孩:hai2|是:shi4|誰:shei2|?:,Who is the boy swimming over there?,3
27736,阿妈买马。,simplified,阿:a1|妈:ma1|买:mai3|马:ma3|。:,Grandma is buying a horse.,4
27737,她没有走远。,neutral,她:ta1|没:mei2|有:you3|走:zou3|远:yuan3|。:,She hasn't gone far.,1
27738,她用铅笔在纸上画了一个圈。,simplified,她:ta1|用:yong4|铅:qian1|笔:bi3|在:zai4|纸:zhi3|上:shang4|画:hua4|了:le|一:yi2|个:ge4|圈:quan1|。:,She drew a circle on the paper with a pencil.,6
27739,她一支铅笔也没有。,simplified,她:ta1|一:yi1|支:zhi1|铅:qian1|笔:bi3|也:ye3|没:mei2|有:you3|。:,She doesn't have a single pencil.,6
27740,她发现她已经断盐了。,simplified,她:ta1|发:fa1|现:xian4|她:ta1|已:yi3|经:jing1|断:duan4|盐:yan2|了:le|。:,She realized she had run out of salt.,4
27741,她把脏盘子放进水池里。,simplified,她:ta1|把:ba3|脏:zang4|盘:pan2|子:zi|放:fang4|进:jin4|水:shui3|池:chi2|里:li3|。:,She put the dirty dishes in the sink.,5
27742,她想洗脏衣服。,simplified,她:ta1|想:xiang3|洗:xi3|脏:zang4|衣:yi1|服:fu2|。:,She wants to wash the dirty clothes.,2
27743,她有一颗纯洁的心。,simplified,她:ta1|有:you3|一:yi1|颗:ke1|纯:chun2|洁:jie2|的:de|心:xin1|。:,She has a pure heart.,6
27744,她梦见她是一个公主。,simplified,她:ta1|梦:meng4|见:jian4|她:ta1|是:shi4|一:yi2|个:ge4|公:gong1|主:zhu3|。:,She dreamed that she was a princess.,4
27745,格赖夫斯瓦尔德位于前波美拉尼亚。,simplified,格:ge2|赖:lai4|夫:fu1|斯:si1|瓦:wa3|尔:er3|德:de2|位:wei4|于:yu2|前:qian2|波:bo1|美:mei3|拉:la1|尼:ni2|亚:ya4|。:,Greifswald is located in Vorpommern.,7-9
27746,那个是我哥哥的。,neutral,那:na4|个:ge|是:shi4|我:wo3|哥:ge1|哥:ge1|的:de|。:,That belongs to my brother.,1
27747,床单在床上。,neutral,床:chuang2|单:dan1|在:zai4|床:chuang2|上:shang4|。:,The sheets are on the bed.,2
