id,sentence,script_type
52080,您死了。,neutral
52081,他们死了。,simplified
52082,她们死了。,simplified
52083,我应该说吗？,simplified
52084,寿司好吃。,neutral
52085,他不笑了。,neutral
52086,她不笑了。,neutral
52087,我不明白你。,neutral
52088,我不懂你。,neutral
52089,我听不懂你。,neutral
52090,我不懂你在说什么。,simplified
52091,你醒了吗？,simplified
52092,你醒来了吗？,simplified
52093,她在睡觉吗？,simplified
52094,你醒了没？,neutral
52095,你醒来了没？,simplified
52096,我没懂你说什么。,simplified
52097,有吗？,simplified
52098,我不是德国人。,simplified
52099,我不是中国人。,simplified
52100,我洗了个澡。,neutral
52101,我洗澡了。,neutral
52102,我冲澡了。,neutral
52103,你洗澡了。,neutral
52104,你洗了个澡。,neutral
52105,你冲澡了。,neutral
52106,我吃完饭了。,simplified
52107,我吃好饭了。,simplified
52108,我洗完澡了。,neutral
52109,我睡觉了。,simplified
52110,我要吃饭了。,simplified
52111,你是什么意思？,neutral
52112,你们是哪里人？,simplified
52113,您是哪里人？,neutral
52114,你在干嘛？,neutral
52115,在做什么？,neutral
52116,在干什么？,neutral
52117,你必须为自己的行为负责。,simplified
52118,空間科學還在起步階段。,traditional
52119,福特先生現在安好。,traditional
52120,我的樂隊名叫紅熱。,traditional
52121,這計劃執行起來花銷會很大。,traditional
52122,你不需要考试。,simplified
52123,我一吃冰淇淋就高興。,traditional
52124,那真是好極了。,traditional
52125,尽管政府拒绝承认，它的经济政策还是失败了。,simplified
52126,学生们现在都坐在桌前。,simplified
52127,教师用手指指着我，要我跟她走。,neutral
52128,船长要为乘客安全负责。,simplified
52129,他告诉我他那时很忙。,simplified
52130,他能說法語，當然還有英語。,traditional
52131,她给她妈妈打电话。,simplified
52132,她总和她父母吵架。,simplified
52133,毕竟，这家伙有一次想杀我爸。,simplified
52134,你可以用这种方式表达这句话。,simplified
52135,真是惊人至极。,simplified
52136,事实是倔强的，但统计是柔顺的。,simplified
52137,玛丽给汤姆礼物。,simplified
52138,你订这报纸了吗？,simplified
52139,凯瑟琳女士，我无话可说。,simplified
52140,我们可以把间断平衡理论应用到语言上。,simplified
52141,请看这本书。,simplified
52142,汤姆明天能来我们的聚会。,simplified
52143,湯姆昨天到波士頓了。,traditional
52144,开个聚会很好。,neutral
52145,玛丽更想把头发染成金色。,simplified
52146,有时候成人表现得像儿童。,simplified
52147,我得卖我的房子。,simplified
52148,我们公司与其分公司会共享你的个人信息。,simplified
52149,我想让汤姆赢。,simplified
52150,你想吃点午饭吗？,simplified
52151,你为什么不做？,simplified
52152,你在偷听。,neutral
52153,客廳的家具風格現代。,traditional
52154,汤姆是种族主义者。,simplified
52155,我全靠自己。,neutral
52156,我当然不想被人看见跟汤姆在一起。,simplified
52157,我一直聪明。,simplified
52158,我知道汤姆在做什么。,simplified
52159,我在三小时前见过汤姆。,simplified
52160,感知即现实。,simplified
52161,汤姆吹灭了蛋糕上的所有蜡烛。,simplified
52162,汤姆不会让你进他的屋子。,simplified
52163,我会为汤姆做任何事。,simplified
52164,我没想到这里有这么多人。,neutral
52165,他们都是艺术家。,simplified
52166,他来时她在画玫瑰。,simplified
52167,机密文件被藏起来了。,simplified
52168,我在布加勒斯特遇见安卡时，她在学习。,simplified
52169,他在星期六下午做什么？,neutral
52170,我们今晚出去。,simplified
52171,你可以依靠它。,neutral
52172,你覺得他們發現了嗎？,traditional
52173,那太多了吗？,simplified
52174,汤姆从人群中拥出来。,simplified
52175,你没打算耍我，对吧？,neutral
52176,门被踢开了。,simplified
52177,汤姆没走。,simplified
52178,我希望我能说法语说得更好。,simplified
52179,可能是值得的。,neutral
52180,给我说说你去过的一些地方。,simplified
52181,华盛顿的新保守主义者不该把航空母舰放到离俄罗斯和中国太近的地方。这两个国家有能粉碎它们的武器。,simplified
52182,你不该相信我。,simplified
52183,我當然告訴了他們。,traditional
52184,除了他们，每个人都留下了。,simplified
52185,丹的家庭电话被警察监听了。,simplified
52186,你爲什麼讓我看這箇？,traditional
52187,湯姆脫光睡覺了。,traditional
52188,這花是黃的。,traditional
52189,我現在有錢，能想買就買。,traditional
52190,那看著像血。,neutral
52191,“哈哈哈！錢要像雨一樣下，小子們！下周這時候，我們就在錢裡游泳了！”,traditional
52192,他在事故中受了重傷。,traditional
52193,那如果那是真的呢？,neutral
52194,以前有人笑話我們。,traditional
52195,那差不多就是完美犯罪：我們到達現場，打開行李箱，殺了那人並消除指紋，但我們忘了藏屍體。,traditional
52196,我要知道你怎麼想。,traditional
52197,棕榈油制造是导致印度尼西亚森林砍伐的主要原因。,simplified
52198,汤姆和玛丽关系很好。,simplified
52199,你知道我几岁吗？,simplified
52200,我知道他是谁。,simplified
52201,我知道她是谁。,simplified
52202,你在家吗,simplified
52203,你们在家吗,simplified
52204,您在家吗,simplified
52205,你们都在家吗？,simplified
52206,你为什么在家？,simplified
52207,你在家做什么？,neutral
52208,汗水從我的額頭上落下。,traditional
52209,醫生可能說過。,traditional
52210,這座城市約有10 0000人口。,traditional
52211,今晚看電影怎麼樣？,traditional
52212,文件被风刮起来。,simplified
52213,她听着音乐。,neutral
52214,密西西比河流经哪个城市？,simplified
52215,这就是全部了吗？,simplified
52216,当然，为什么不？,simplified
52217,他表现得像疯了一样。,simplified
52218,汤姆在长沙发上睡着了。,simplified
52219,湯姆善於動手。,traditional
52220,事情還沒給解釋清楚。,traditional
52221,希望你用不著它。,neutral
52222,我們愛湯姆。,traditional
52223,我吃了一驚。,traditional
52224,汤姆爱你。,simplified
52225,如果你是上帝的儿子，可以叫这些石头变成食物。,simplified
52226,我有種奇怪的感覺。,traditional
52227,外交官有多种特权。,neutral
52228,交通高峰期该有更多公交车。,simplified
52229,聚会愉快，约翰。,simplified
52230,我们希望你来我们的聚会。,simplified
52231,他跟你一样喜欢棒球。,simplified
52232,麦克叫他的狗波奇吗？,simplified
52233,比萨是种适合现在的生活方式的食物。,simplified
52234,怎麼做箱子？,traditional
52235,回答偏了。,neutral
52236,我会让你提前知道。,simplified
52237,列车停下前别下车。,simplified
52238,他从乔治那里拿走了报纸。,simplified
52239,他跟他们干脆地断绝来往了。,simplified
52240,听着好像他们不打算走。,simplified
52241,公司取消了会议。,simplified
52242,我们决心保卫祖国。,simplified
52243,汤姆甚至没打算帮玛丽。,simplified
52244,汤姆不接受玛丽的道歉。,simplified
52245,湯姆看了展覽會。,traditional
52246,她因病不能出席會議。,traditional
52247,有人付給他10000美圓。,traditional
52248,他想的都不會實現。,traditional
52249,她可以同時做這兩件事。,traditional
52250,她錯過了最後期限。,traditional
52251,她打破了世界紀錄。,traditional
52252,他向我施壓。,traditional
52253,我和她是兄妹。,neutral
52254,她和我是姐弟。,neutral
52255,我有箇好東西給你。,traditional
52256,要是有東西壞了呢？,traditional
52257,那里有多少队伍？,simplified
52258,那家伙是谁？,simplified
52259,你比玛丽可爱。,simplified
52260,我要输了。,simplified
52261,我得给汤姆打电话。,simplified
52262,我认为我的法语不太好。,simplified
52263,我不会再回来了。,simplified
52264,汤姆可能知道我是谁。,simplified
52265,你丈夫叫什么？,neutral
52266,我要告诉汤姆。,simplified
52267,研討會怎麼樣？,traditional
52268,你本來能答上那箇問題。,traditional
52269,湯姆又做了一次。,traditional
52270,我有什么口音？,neutral
52271,汤姆恨蜘蛛。,simplified
52272,我一生中从没见过那么多血。,simplified
52273,你认为他们是谁？,simplified
52274,汤姆自从2003年就住在这里。,simplified
52275,当我第一次回波士顿时，我真是孤独。,simplified
52276,告诉他们我们要来了。,simplified
52277,我们有情况了。,simplified
52278,我在你的桌子抽屉里找到了这个。,simplified
52279,這個國家的天然資源很豐富。,traditional
52280,我吓一跳。,neutral
52281,我是台灣人,traditional
52282,你說你想要逃，偏偏注定要落腳，情滅了愛熄了，剩下空心要不要,traditional
52283,只迈一步，你就会落下悬崖。,simplified
52284,努力和敬業會讓你成功。,traditional
52285,我爸爸給我了箇遊戲。,traditional
52286,她大声诅咒。,simplified
52287,她不喜欢让自己丈夫喝醉。,simplified
52288,发言人的评论极有攻击性。,simplified
52289,你能用圆珠笔写吗？,simplified
52290,日本军队看来强大得不可阻挡。,simplified
52291,汤姆不想一个人走。,simplified
52292,我從沒這麼高興過。,traditional
52293,我不知道“oindre”這詞的翻譯。,traditional
52294,他喜歡在廁所裡吸煙。,traditional
52295,你能同时做多少箇工作？,neutral
52296,他找工作容易。,neutral
52297,湯姆幫不了，只能笑笑。,traditional
52298,你們得快點。,traditional
52299,沒人試試去幫湯姆。,traditional
52300,我曾有箇朋友叫湯姆。,traditional
52301,好，對，是。,traditional
52302,幹活吧。,traditional
52303,我是謙虛的。,traditional
52304,我們被耍了。,traditional
52305,他們受到迫害。,traditional
52306,我們得洗衣服。,traditional
52307,不是真的！,neutral
52308,我聽說他們挺好。,traditional
52309,我的室友真恶心。,simplified
52310,这房间的钥匙在哪里？,simplified
52311,湯姆對瑪麗的回答有困惑。,traditional
52312,我还是为那生气。,simplified
52313,你确定你不喜欢别的东西了？,simplified
