id,sentence,script_type,char_pinyin_pairs
50211,你是你自己最大的敌人。,simplified,你:ni3|是:shi4|你:ni3|自:zi4|己:ji3|最:zui4|大:da4|的:de|敌:di2|人:ren2|。:
50212,你以后再也不会看到它了。,neutral,你:ni3|以:yi3|后:hou4|再:zai4|也:ye3|不:bu2|会:hui4|看:kan4|到:dao4|它:ta1|了:le|。:
50213,你永远不会知道真相。,neutral,你:ni3|永:yong3|远:yuan3|不:bu2|会:hui4|知:zhi1|道:dao4|真:zhen1|相:xiang4|。:
50214,你说话像个当官的。,simplified,你:ni3|说:shuo1|话:hua4|像:xiang4|个:ge4|当:dang1|官:guan1|的:de|。:
50215,你必须有一个出发点。,simplified,你:ni3|必:bi4|须:xu1|有:you3|一:yi2|个:ge4|出:chu1|发:fa1|点:dian3|。:
50216,你必须得自信。,simplified,你:ni3|必:bi4|须:xu1|得:de2|自:zi4|信:xin4|。:
50217,今年将会不同以往吗？,simplified,今:jin1|年:nian2|将:jiang1|会:hui4|不:bu4|同:tong2|以:yi3|往:wang3|吗:ma|？:
50218,谁能说清不同点？,simplified,谁:shui2|能:neng2|说:shuo1|清:qing1|不:bu4|同:tong2|点:dian3|？:
50219,那些海报现在都到哪里去了？,simplified,那:na4|些:xie1|海:hai3|报:bao4|现:xian4|在:zai4|都:dou1|到:dao4|哪:na3|里:li3|去:qu4|了:le|？:
50220,那些人从哪来的？,simplified,那:na4|些:xie1|人:ren2|从:cong2|哪:na3|来:lai2|的:de|？:
50221,听！,neutral,听:ting1|！:
50222,关于那个你有什么看法？,simplified,关:guan1|于:yu2|那:na4|个:ge|你:ni3|有:you3|什:shen2|么:me|看:kan4|法:fa3|？:
50223,现在的天气怎么样了？,simplified,现:xian4|在:zai4|的:de|天:tian1|气:qi4|怎:zen3|么:me|样:yang4|了:le|？:
50224,那背后是什么意思？,neutral,那:na4|背:bei4|后:hou4|是:shi4|什:shen2|么:me|意:yi4|思:si|？:
50225,汤姆有什么很与众不同的地方吗？,simplified,汤:tang1|姆:mu3|有:you3|什:shen2|么:me|很:hen3|与:yu3|众:zhong4|不:bu4|同:tong2|的:de|地:di4|方:fang1|吗:ma|？:
50226,会议怎么样？,simplified,会:hui4|议:yi4|怎:zen3|么:me|样:yang4|？:
50227,那场会议主题是什么？,simplified,那:na4|场:chang3|会:hui4|议:yi4|主:zhu3|题:ti2|是:shi4|什:shen2|么:me|？:
50228,你在计划什么出游吗？,simplified,你:ni3|在:zai4|计:ji4|划:hua4|什:shen2|么:me|出:chu1|游:you2|吗:ma|？:
50229,你想跟我说什么？,simplified,你:ni3|想:xiang3|跟:gen1|我:wo3|说:shuo1|什:shen2|么:me|？:
50230,我不会在这里呆很久。,neutral,我:wo3|不:bu2|会:hui4|在:zai4|这:zhe4|里:li3|呆:dai1|很:hen3|久:jiu3|。:
50231,我们谁都不怕。,simplified,我:wo3|们:men|谁:shui2|都:dou1|不:bu4|怕:pa4|。:
50232,我们正在去市里。,simplified,我:wo3|们:men|正:zheng4|在:zai4|去:qu4|市:shi4|里:li3|。:
50233,那个相当能说得通。,simplified,那:na4|个:ge|相:xiang1|当:dang1|能:neng2|说:shuo1|得:de2|通:tong1|。:
50234,人生良苦。,neutral,人:ren2|生:sheng1|良:liang2|苦:ku3|。:
50235,为什么你不等等我就开始了？,simplified,为:wei4|什:shen2|么:me|你:ni3|不:bu4|等:deng3|等:deng3|我:wo3|就:jiu4|开:kai1|始:shi3|了:le|？:
50236,我不在就别开始。,neutral,我:wo3|不:bu4|在:zai4|就:jiu4|别:bie2|开:kai1|始:shi3|。:
50237,汤姆年纪足够去上学了。,simplified,汤:tang1|姆:mu3|年:nian2|纪:ji4|足:zu2|够:gou4|去:qu4|上:shang4|学:xue2|了:le|。:
50238,汤姆正在教我怎么开帆船。,simplified,汤:tang1|姆:mu3|正:zheng4|在:zai4|教:jiao4|我:wo3|怎:zen3|么:me|开:kai1|帆:fan1|船:chuan2|。:
50239,汤姆被玛丽说的话给难倒了。,simplified,汤:tang1|姆:mu3|被:bei4|玛:ma3|丽:li4|说:shuo1|的:de|话:hua4|给:gei3|难:nan2|倒:dao3|了:le|。:
50240,汤姆正在自己房间里看书。,simplified,汤:tang1|姆:mu3|正:zheng4|在:zai4|自:zi4|己:ji3|房:fang2|间:jian1|里:li3|看:kan4|书:shu1|。:
50241,汤姆正在客厅里等着。,simplified,汤:tang1|姆:mu3|正:zheng4|在:zai4|客:ke4|厅:ting1|里:li3|等:deng3|着:zhe|。:
50242,汤姆正在等着玛丽回来。,simplified,汤:tang1|姆:mu3|正:zheng4|在:zai4|等:deng3|着:zhe|玛:ma3|丽:li4|回:hui2|来:lai2|。:
50243,汤姆急着想知道结果。,simplified,汤:tang1|姆:mu3|急:ji2|着:zhuo2|想:xiang3|知:zhi1|道:dao4|结:jie2|果:guo3|。:
50244,汤姆最近相当忙。,simplified,汤:tang1|姆:mu3|最:zui4|近:jin4|相:xiang1|当:dang1|忙:mang2|。:
50245,汤姆知道在公众场合怎么样自处。,simplified,汤:tang1|姆:mu3|知:zhi1|道:dao4|在:zai4|公:gong1|众:zhong4|场:chang3|合:he2|怎:zen3|么:me|样:yang4|自:zi4|处:chu4|。:
50246,没人受伤吧？,neutral,没:mei2|人:ren2|受:shou4|伤:shang1|吧:ba|？:
50247,汤姆一旦没有眼镜就什么东西都看不见了。,simplified,汤:tang1|姆:mu3|一:yi2|旦:dan4|没:mei2|有:you3|眼:yan3|镜:jing4|就:jiu4|什:shen2|么:me|东:dong1|西:xi1|都:dou1|看:kan4|不:bu2|见:jian4|了:le|。:
50248,汤姆一个人回家了。,simplified,汤:tang1|姆:mu3|一:yi2|个:ge4|人:ren2|回:hui2|家:jia1|了:le|。:
50249,有什么不同意见吗？,simplified,有:you3|什:shen2|么:me|不:bu4|同:tong2|意:yi4|见:jian4|吗:ma|？:
50250,那样是错的。,simplified,那:na4|样:yang4|是:shi4|错:cuo4|的:de|。:
50251,已经没事了。,simplified,已:yi3|经:jing1|没:mei2|事:shi4|了:le|。:
50252,你打算自己一人把它全部吃了吗？,simplified,你:ni3|打:da3|算:suan4|自:zi4|己:ji3|一:yi1|人:ren2|把:ba3|它:ta1|全:quan2|部:bu4|吃:chi1|了:le|吗:ma|？:
50253,这部相机多少钱？,simplified,这:zhe4|部:bu4|相:xiang4|机:ji1|多:duo1|少:shao3|钱:qian2|？:
50254,这顶帽子多少钱？,simplified,这:zhe4|顶:ding3|帽:mao4|子:zi|多:duo1|少:shao3|钱:qian2|？:
50255,可以用万事达信用卡吗？,simplified,可:ke3|以:yi3|用:yong4|万:wan4|事:shi4|达:da2|信:xin4|用:yong4|卡:ka3|吗:ma|？:
50256,学校怎么样？,simplified,学:xue2|校:xiao4|怎:zen3|么:me|样:yang4|？:
50257,汤姆又弄坏了什么东西吗？,simplified,汤:tang1|姆:mu3|又:you4|弄:nong4|坏:huai4|了:le|什:shen2|么:me|东:dong1|西:xi1|吗:ma|？:
50258,那么吃的话，肚子会吃坏的噢。,simplified,那:na4|么:me|吃:chi1|的:de|话:hua4|，:|肚:du3|子:zi|会:hui4|吃:chi1|坏:huai4|的:de|噢:o1|。:
50259,我去下洗手间。,simplified,我:wo3|去:qu4|下:xia4|洗:xi3|手:shou3|间:jian1|。:
50260,最不一样的的是什么？,simplified,最:zui4|不:bu4|一:yi1|样:yang4|的:de|的:de|是:shi4|什:shen2|么:me|？:
50261,除了钢琴以外，还会玩什么乐器吗？,simplified,除:chu2|了:le|钢:gang1|琴:qin2|以:yi3|外:wai4|，:|还:hai2|会:hui4|玩:wan2|什:shen2|么:me|乐:yue4|器:qi4|吗:ma|？:
50262,麻烦了，请给我一把汤勺好吗？,simplified,麻:ma2|烦:fan2|了:le|，:|请:qing3|给:gei3|我:wo3|一:yi1|把:ba3|汤:tang1|勺:shao2|好:hao3|吗:ma|？:
50263,请抱紧汤姆。,simplified,请:qing3|抱:bao4|紧:jin3|汤:tang1|姆:mu3|。:
50264,汤姆看上去很精神。,simplified,汤:tang1|姆:mu3|看:kan4|上:shang4|去:qu4|很:hen3|精:jing1|神:shen2|。:
50265,您那样做的话，可就帮到我了。,simplified,您:nin2|那:na4|样:yang4|做:zuo4|的:de|话:hua4|，:|可:ke3|就:jiu4|帮:bang1|到:dao4|我:wo3|了:le|。:
50266,汤姆那里有联系过你吗？,simplified,汤:tang1|姆:mu3|那:na4|里:li3|有:you3|联:lian2|系:xi4|过:guo4|你:ni3|吗:ma|？:
50267,从什么时候开始您就这里工作着的呢？,neutral,从:cong2|什:shen2|么:me|时:shi2|候:hou4|开:kai1|始:shi3|您:nin2|就:jiu4|这:zhe4|里:li3|工:gong1|作:zuo4|着:zhe|的:de|呢:ne|？:
50268,可以给我一些茶水吗？,simplified,可:ke3|以:yi3|给:gei3|我:wo3|一:yi1|些:xie1|茶:cha2|水:shui3|吗:ma|？:
50269,那栋建筑是什么呢？,simplified,那:na4|栋:dong4|建:jian4|筑:zhu4|是:shi4|什:shen2|么:me|呢:ne|？:
50270,波士顿是一座非常好的城市。,simplified,波:bo1|士:shi4|顿:dun4|是:shi4|一:yi1|座:zuo4|非:fei1|常:chang2|好:hao3|的:de|城:cheng2|市:shi4|。:
50271,要我帮忙吗？,simplified,要:yao4|我:wo3|帮:bang1|忙:mang2|吗:ma|？:
50272,暑假怎么还不快点来啊。,simplified,暑:shu3|假:jia4|怎:zen3|么:me|还:hai2|不:bu4|快:kuai4|点:dian3|来:lai2|啊:a|。:
50273,看来今天会是漫长的一天啊。,simplified,看:kan4|来:lai2|今:jin1|天:tian1|会:hui4|是:shi4|漫:man4|长:chang2|的:de|一:yi1|天:tian1|啊:a|。:
50274,我没想到今天居然会哭的。,neutral,我:wo3|没:mei2|想:xiang3|到:dao4|今:jin1|天:tian1|居:ju1|然:ran2|会:hui4|哭:ku1|的:de|。:
50275,不要见怪呀，本来只是打算说一些轻松的笑话的。,simplified,不:bu2|要:yao4|见:jian4|怪:guai4|呀:ya|，:|本:ben3|来:lai2|只:zhi3|是:shi4|打:da3|算:suan4|说:shuo1|一:yi1|些:xie1|轻:qing1|松:song1|的:de|笑:xiao4|话:hua4|的:de|。:
50276,来摸摸这个感觉一下。真的很柔软啊。,simplified,来:lai2|摸:mo1|摸:mo1|这:zhe4|个:ge|感:gan3|觉:jue2|一:yi1|下:xia4|。:|真:zhen1|的:de|很:hen3|柔:rou2|软:ruan3|啊:a|。:
50277,为什么你的脑袋那么聪明呢？,simplified,为:wei4|什:shen2|么:me|你:ni3|的:de|脑:nao3|袋:dai4|那:na4|么:me|聪:cong1|明:ming2|呢:ne|？:
50278,为什么你做饭那么拿手呢？,simplified,为:wei4|什:shen2|么:me|你:ni3|做:zuo4|饭:fan4|那:na4|么:me|拿:na2|手:shou3|呢:ne|？:
50279,我只是想要你把我前些日子借给你的书还回来。,simplified,我:wo3|只:zhi3|是:shi4|想:xiang3|要:yao4|你:ni3|把:ba3|我:wo3|前:qian2|些:xie1|日:ri4|子:zi|借:jie4|给:gei3|你:ni3|的:de|书:shu1|还:hai2|回:hui2|来:lai2|。:
50280,能够出一份力太好了。,neutral,能:neng2|够:gou4|出:chu1|一:yi1|份:fen4|力:li4|太:tai4|好:hao3|了:le|。:
50281,隔了好久才锻炼，所以感觉真的很累了。,simplified,隔:ge2|了:le|好:hao3|久:jiu3|才:cai2|锻:duan4|炼:lian4|，:|所:suo3|以:yi3|感:gan3|觉:jue2|真:zhen1|的:de|很:hen3|累:lei4|了:le|。:
50282,汤姆没有说过那样的话吧。,simplified,汤:tang1|姆:mu3|没:mei2|有:you3|说:shuo1|过:guo4|那:na4|样:yang4|的:de|话:hua4|吧:ba|。:
50283,再来一杯啤酒怎么样？,simplified,再:zai4|来:lai2|一:yi1|杯:bei1|啤:pi2|酒:jiu3|怎:zen3|么:me|样:yang4|？:
50284,去年圣诞节做了什么了？,simplified,去:qu4|年:nian2|圣:sheng4|诞:dan4|节:jie2|做:zuo4|了:le|什:shen2|么:me|了:le|？:
50285,想要什么样的圣诞节礼物呢？,simplified,想:xiang3|要:yao4|什:shen2|么:me|样:yang4|的:de|圣:sheng4|诞:dan4|节:jie2|礼:li3|物:wu4|呢:ne|？:
50286,你看起来很困了。,simplified,你:ni3|看:kan4|起:qi3|来:lai2|很:hen3|困:kun4|了:le|。:
50287,你可以简单地做一下自我介绍吗？,simplified,你:ni3|可:ke3|以:yi3|简:jian3|单:dan1|地:di4|做:zuo4|一:yi1|下:xia4|自:zi4|我:wo3|介:jie4|绍:shao4|吗:ma|？:
50288,我想吃点好吃的。,neutral,我:wo3|想:xiang3|吃:chi1|点:dian3|好:hao3|吃:chi1|的:de|。:
50289,有什么想吃的吗？,simplified,有:you3|什:shen2|么:me|想:xiang3|吃:chi1|的:de|吗:ma|？:
50290,昨天和你在一起的女人是谁？,simplified,昨:zuo2|天:tian1|和:he2|你:ni3|在:zai4|一:yi4|起:qi3|的:de|女:nv3|人:ren2|是:shi4|谁:shui2|？:
50291,要不一起到车站去？,simplified,要:yao4|不:bu4|一:yi4|起:qi3|到:dao4|车:che1|站:zhan4|去:qu4|？:
50292,对了，前些时间你说伞不见了，现在找到了吗？,simplified,对:dui4|了:le|，:|前:qian2|些:xie1|时:shi2|间:jian1|你:ni3|说:shuo1|伞:san3|不:bu2|见:jian4|了:le|，:|现:xian4|在:zai4|找:zhao3|到:dao4|了:le|吗:ma|？:
50293,脸色这么差不要紧吗？要不还是去一趟医院比较好吧？,simplified,脸:lian3|色:se4|这:zhe4|么:me|差:cha4|不:bu2|要:yao4|紧:jin3|吗:ma|？:|要:yao4|不:bu4|还:hai2|是:shi4|去:qu4|一:yi1|趟:tang4|医:yi1|院:yuan4|比:bi3|较:jiao4|好:hao3|吧:ba|？:
50294,你有看见过汤姆生气的时候吗？,simplified,你:ni3|有:you3|看:kan4|见:jian4|过:guo4|汤:tang1|姆:mu3|生:sheng1|气:qi4|的:de|时:shi2|候:hou4|吗:ma|？:
50295,电影什么时间开始？,simplified,电:dian4|影:ying3|什:shen2|么:me|时:shi2|间:jian1|开:kai1|始:shi3|？:
50296,可以开窗吗？,simplified,可:ke3|以:yi3|开:kai1|窗:chuang1|吗:ma|？:
50297,你家里人都还好吗？,simplified,你:ni3|家:jia1|里:li3|人:ren2|都:dou1|还:hai2|好:hao3|吗:ma|？:
50298,汤姆熟人多。,simplified,汤:tang1|姆:mu3|熟:shu2|人:ren2|多:duo1|。:
50299,汤姆交际广。,simplified,汤:tang1|姆:mu3|交:jiao1|际:ji4|广:guang3|。:
50300,我听到了汤姆的声音。,simplified,我:wo3|听:ting1|到:dao4|了:le|汤:tang1|姆:mu3|的:de|声:sheng1|音:yin1|。:
50301,我可以牵着你的手吗？,simplified,我:wo3|可:ke3|以:yi3|牵:qian1|着:zhe|你:ni3|的:de|手:shou3|吗:ma|？:
50302,一个人多少钱？,simplified,一:yi2|个:ge4|人:ren2|多:duo1|少:shao3|钱:qian2|？:
50303,我妈妈是律师。,simplified,我:wo3|妈:ma1|妈:ma1|是:shi4|律:lv4|师:shi1|。:
50304,汤姆喉咙疼。,simplified,汤:tang1|姆:mu3|喉:hou2|咙:long2|疼:teng2|。:
50305,汤姆是不是生气了？,simplified,汤:tang1|姆:mu3|是:shi4|不:bu2|是:shi4|生:sheng1|气:qi4|了:le|？:
50306,汤姆在旁边吗？,simplified,汤:tang1|姆:mu3|在:zai4|旁:pang2|边:bian1|吗:ma|？:
50307,明天我一整天都在家。,neutral,明:ming2|天:tian1|我:wo3|一:yi1|整:zheng3|天:tian1|都:dou1|在:zai4|家:jia1|。:
50308,工作怎么样？,simplified,工:gong1|作:zuo4|怎:zen3|么:me|样:yang4|？:
50309,今天晚饭吃什么。,simplified,今:jin1|天:tian1|晚:wan3|饭:fan4|吃:chi1|什:shen2|么:me|。:
50310,谢谢您的评论。,simplified,谢:xie4|谢:xie4|您:nin2|的:de|评:ping2|论:lun4|。:
50311,汤姆说谎了。,simplified,汤:tang1|姆:mu3|说:shuo1|谎:huang3|了:le|。:
50312,昨天的事真的要谢谢您了。,simplified,昨:zuo2|天:tian1|的:de|事:shi4|真:zhen1|的:de|要:yao4|谢:xie4|谢:xie4|您:nin2|了:le|。:
50313,我踩到了什么奇怪的东西了。,simplified,我:wo3|踩:cai3|到:dao4|了:le|什:shen2|么:me|奇:qi2|怪:guai4|的:de|东:dong1|西:xi1|了:le|。:
50314,能麻烦您等一个小时左右吗？,simplified,能:neng2|麻:ma2|烦:fan2|您:nin2|等:deng3|一:yi2|个:ge4|小:xiao3|时:shi2|左:zuo3|右:you4|吗:ma|？:
50315,在撒谎吧？,simplified,在:zai4|撒:sa1|谎:huang3|吧:ba|？:
50316,是谁给你说那个的呢？,simplified,是:shi4|谁:shui2|给:gei3|你:ni3|说:shuo1|那:na4|个:ge|的:de|呢:ne|？:
50317,我去买了泡芙，你要吃吗？,simplified,我:wo3|去:qu4|买:mai3|了:le|泡:pao4|芙:fu2|，:|你:ni3|要:yao4|吃:chi1|吗:ma|？:
50318,在这么冷的地方做什么？,neutral,在:zai4|这:zhe4|么:me|冷:leng3|的:de|地:di4|方:fang1|做:zuo4|什:shen2|么:me|？:
50319,周末怎么还不快点来呀。,simplified,周:zhou1|末:mo4|怎:zen3|么:me|还:hai2|不:bu4|快:kuai4|点:dian3|来:lai2|呀:ya|。:
50320,彼此彼此，也谢谢您了。,simplified,彼:bi3|此:ci3|彼:bi3|此:ci3|，:|也:ye3|谢:xie4|谢:xie4|您:nin2|了:le|。:
50321,困了的话就说哦。,simplified,困:kun4|了:le|的:de|话:hua4|就:jiu4|说:shuo1|哦:o2|。:
50322,你一旦不做个乖孩子，圣诞老人就不会来噢。,simplified,你:ni3|一:yi2|旦:dan4|不:bu4|做:zuo4|个:ge4|乖:guai1|孩:hai2|子:zi|，:|圣:sheng4|诞:dan4|老:lao3|人:ren2|就:jiu4|不:bu2|会:hui4|来:lai2|噢:o1|。:
50323,再不快点就迟到了噢。,simplified,再:zai4|不:bu4|快:kuai4|点:dian3|就:jiu4|迟:chi2|到:dao4|了:le|噢:o1|。:
50324,我想吃点不甜的东西。,simplified,我:wo3|想:xiang3|吃:chi1|点:dian3|不:bu4|甜:tian2|的:de|东:dong1|西:xi1|。:
50325,这个能吃吗？,simplified,这:zhe4|个:ge|能:neng2|吃:chi1|吗:ma|？:
50326,不好意思，请问您知道现在几点了吗？,simplified,不:bu4|好:hao3|意:yi4|思:si1|，:|请:qing3|问:wen4|您:nin2|知:zhi1|道:dao4|现:xian4|在:zai4|几:ji3|点:dian3|了:le|吗:ma|？:
50327,对不起，我忘了作业这回事了。,simplified,对:dui4|不:bu4|起:qi3|，:|我:wo3|忘:wang4|了:le|作:zuo4|业:ye4|这:zhe4|回:hui2|事:shi4|了:le|。:
50328,这汤怎么做的？,simplified,这:zhe4|汤:tang1|怎:zen3|么:me|做:zuo4|的:de|？:
50329,自己当心啊。,neutral,自:zi4|己:ji3|当:dang1|心:xin1|啊:a|。:
50330,太可怕了。,neutral,太:tai4|可:ke3|怕:pa4|了:le|。:
50331,回头看！,neutral,回:hui2|头:tou2|看:kan4|！:
50332,我们来试试。,simplified,我:wo3|们:men|来:lai2|试:shi4|试:shi4|。:
50333,开车小心点。,simplified,开:kai1|车:che1|小:xiao3|心:xin1|点:dian3|。:
50334,趴下！,neutral,趴:pa1|下:xia4|！:
50335,手举起来。,simplified,手:shou3|举:ju3|起:qi3|来:lai2|。:
50336,努力。,neutral,努:nu3|力:li4|。:
50337,保持安静！,neutral,保:bao3|持:chi2|安:an1|静:jing4|！:
50338,醒醒！,neutral,醒:xing3|醒:xing3|！:
50339,鬼魂是存在的。,neutral,鬼:gui3|魂:hun2|是:shi4|存:cun2|在:zai4|的:de|。:
50340,请来吧。,simplified,请:qing3|来:lai2|吧:ba|。:
50341,嘿，放松点。,neutral,嘿:hei1|，:|放:fang4|松:song1|点:dian3|。:
50342,回家吧。,neutral,回:hui2|家:jia1|吧:ba|。:
50343,还有别的吗？,simplified,还:hai2|有:you3|别:bie2|的:de|吗:ma|？:
50344,时间过得真快。,simplified,时:shi2|间:jian1|过:guo4|得:de2|真:zhen1|快:kuai4|。:
50345,留在这里别动。,neutral,留:liu2|在:zai4|这:zhe4|里:li3|别:bie2|动:dong4|。:
50346,烟雾出现了。,simplified,烟:yan1|雾:wu4|出:chu1|现:xian4|了:le|。:
50347,停止抵抗！,neutral,停:ting2|止:zhi3|抵:di3|抗:kang4|！:
50348,别再傻看着。,neutral,别:bie2|再:zai4|傻:sha3|看:kan4|着:zhe|。:
50349,嘘，安静！,simplified,嘘:xu1|，:|安:an1|静:jing4|！:
50350,我放弃。,neutral,我:wo3|放:fang4|弃:qi4|。:
50351,我退出。,neutral,我:wo3|退:tui4|出:chu1|。:
50352,请继续。,simplified,请:qing3|继:ji4|续:xu4|。:
50353,轻轻地移动。,simplified,轻:qing1|轻:qing1|地:di4|移:yi2|动:dong4|。:
50354,腾一下地方。,simplified,腾:teng2|一:yi1|下:xia4|地:di4|方:fang1|。:
50355,联系我。,neutral,联:lian2|系:xi4|我:wo3|。:
50356,往后退点。,neutral,往:wang3|后:hou4|退:tui4|点:dian3|。:
50357,放松点吧。,neutral,放:fang4|松:song1|点:dian3|吧:ba|。:
50358,我们知道。,simplified,我:wo3|们:men|知:zhi1|道:dao4|。:
50359,真烦人。,simplified,真:zhen1|烦:fan2|人:ren2|。:
50360,任何事情都是重要。,neutral,任:ren4|何:he2|事:shi4|情:qing2|都:dou1|是:shi4|重:zhong4|要:yao4|。:
50361,在这等着。,neutral,在:zai4|这:zhe4|等:deng3|着:zhe|。:
50362,进来。,simplified,进:jin4|来:lai2|。:
50363,我们成功了。,simplified,我:wo3|们:men|成:cheng2|功:gong1|了:le|。:
50364,别理汤姆。,simplified,别:bie2|理:li3|汤:tang1|姆:mu3|。:
50365,木头会漂浮。,neutral,木:mu4|头:tou|会:hui4|漂:piao1|浮:fu2|。:
50366,我们明白。,simplified,我:wo3|们:men|明:ming2|白:bai2|。:
50367,不管它。,neutral,不:bu4|管:guan3|它:ta1|。:
50368,静静的，别动。,neutral,静:jing4|静:jing4|的:de|，:|别:bie2|动:dong4|。:
50369,把他铐上。,simplified,把:ba3|他:ta1|铐:kao4|上:shang4|。:
50370,往前开。,neutral,往:wang3|前:qian2|开:kai1|。:
50371,你就随了我的意吧。,neutral,你:ni3|就:jiu4|随:sui2|了:le|我:wo3|的:de|意:yi4|吧:ba|。:
50372,让我一个人呆会儿。,simplified,让:rang4|我:wo3|一:yi2|个:ge4|人:ren2|呆:dai1|会:hui4|儿:er|。:
50373,汤姆不干了。,simplified,汤:tang1|姆:mu3|不:bu4|干:gan4|了:le|。:
50374,汤姆笑了。,simplified,汤:tang1|姆:mu3|笑:xiao4|了:le|。:
50375,汤姆挥手了。,simplified,汤:tang1|姆:mu3|挥:hui1|手:shou3|了:le|。:
50376,汤姆打哈欠了。,simplified,汤:tang1|姆:mu3|打:da3|哈:ha1|欠:qian4|了:le|。:
50377,谁死了？,simplified,谁:shui2|死:si3|了:le|？:
50378,汤姆去世了。,simplified,汤:tang1|姆:mu3|去:qu4|世:shi4|了:le|。:
50379,谁赢了？,simplified,谁:shui2|赢:ying2|了:le|？:
50380,我赢了。,simplified,我:wo3|赢:ying2|了:le|。:
50381,他们亲吻了。,simplified,他:ta1|们:men|亲:qin1|吻:wen3|了:le|。:
50382,别再埋怨了。,neutral,别:bie2|再:zai4|埋:man2|怨:yuan4|了:le|。:
50383,自己说过的话都不记得了吗？,simplified,自:zi4|己:ji3|说:shuo1|过:guo4|的:de|话:hua4|都:dou1|不:bu4|记:ji4|得:de|了:le|吗:ma|？:
50384,完蛋了，钱花得太多了。,simplified,完:wan2|蛋:dan4|了:le|，:|钱:qian2|花:hua1|得:de2|太:tai4|多:duo1|了:le|。:
50385,哪来那么大的自信啊？,simplified,哪:na3|来:lai2|那:na4|么:me|大:da4|的:de|自:zi4|信:xin4|啊:a|？:
50386,時間會證明一切。,traditional,時:shi2|間:jian1|會:hui4|證:zheng4|明:ming2|一:yi1|切:qie4|。:
