id,char,codepoint,pinyins_tone3,pinyins_display,gloss_en,examples
11164,禛,U+799B,zhen1,zhēn,to receive blessings in a sincere spirit,王士禛
11165,禜,U+799C,yong3|ying2,yǒng|yíng,sacrifice,
11166,禝,U+799D,ji4,jì,old variant of 稷[ji4],
11167,禞,U+799E,gao4,gào,,
11168,禟,U+799F,tang2,táng,,
11169,禠,U+79A0,si1,sī,felicity,
11170,禡,U+79A1,ma4,mà,(arch.) religious ritual on setting out for war,
11171,禢,U+79A2,ta4,tà,surname Ta,
11172,禣,U+79A3,fu4,fù,,
11173,禤,U+79A4,xuan1,xuān,surname Xuan,
11174,禥,U+79A5,qi2,qí,old variant of 祺[qi2],
11175,禦,U+79A6,yu4,yù,(bound form) to defend; to resist,兄弟鬩於墻，外禦其侮|守禦|抵禦
11176,禧,U+79A7,xi3|xi1,xǐ|xī,joy,千禧一代|千禧年|延禧攻略
11177,禨,U+79A8,ji1|ji4|qi2,jī|jì|qí,omen,
11178,禩,U+79A9,si4,sì,variant of 祀[si4],
11179,禪,U+79AA,chan2|shan4|tan2,chán|shàn|tán,dhyana (Sanskrit),劉禪|參禪|受禪
11180,禫,U+79AB,dan4,dàn,sacrifice at the end of mourning,
11181,禬,U+79AC,gui4,guì,,
11182,禭,U+79AD,sui4,suì,,
11183,禮,U+79AE,li3,lǐ,surname Li,下水禮|以禮相待|伴手禮
11184,禯,U+79AF,nong2,nóng,,
11185,禰,U+79B0,mi2|ni3|xian3,mí|nǐ|xiǎn,surname Mi,
11186,禱,U+79B1,dao3,dǎo,prayer,主禱文|代禱|做禱告
11187,禲,U+79B2,li4,lì,,
11188,禳,U+79B3,rang2,ráng,sacrifice for avoiding calamity,祈福禳災|祈福禳灾|禳解
11189,禴,U+79B4,yue4,yuè,spring imperial ancestral sacrifice,
11190,禵,U+79B5,ti2,tí,,
11191,禶,U+79B6,zan4,zàn,,
11192,禷,U+79B7,lei4,lèi,,
11193,禸,U+79B8,rou2,róu,trample,
11194,禹,U+79B9,yu3,yǔ,"Yu the Great (c. 21st century BC), mythical leader who tamed the floods",劉禹錫|刘禹锡|夏禹
11195,禺,U+79BA,yu2|yu4,yú|yù,old variant of 偶[ou3],曹禺|番禺|番禺區
11196,离,U+79BB,li2|chi1,lí|chī,mythical beast (archaic),三句话不离本行|不即不离|不可分离
11197,禼,U+79BC,xie4,xiè,,
11198,禽,U+79BD,qin2,qín,(bound form) birds; fowl,家禽|捕禽人|水禽
11199,禾,U+79BE,he2,hé,cereal,嘉禾|嘉禾縣|嘉禾县
11200,禿,U+79BF,tu1,tū,bald (lacking hair or feathers),光禿禿|圓禿|對著和尚罵賊禿
11201,秀,U+79C0,xiu4,xiù,(bound form) refined; elegant; graceful; beautiful,一枝獨秀|一枝独秀|上菜秀
11202,私,U+79C1,si1,sī,personal,中飽私囊|中饱私囊|以權謀私
11203,秂,U+79C2,ren2,rén,,
11204,秃,U+79C3,tu1,tū,bald (lacking hair or feathers),光秃秃|圆秃|对着和尚骂贼秃
11205,秄,U+79C4,zi3|zi4,zǐ|zì,,
11206,秅,U+79C5,cha2|na2,chá|ná,,
11207,秆,U+79C6,gan3,gǎn,stalks of grain,禾秆|秸秆|草秆
11208,秇,U+79C7,yi4|zhi2,yì|zhí,,
11209,秈,U+79C8,xian1,xiān,common rice,
11210,秉,U+79C9,bing3,bǐng,surname Bing,一秉虔誠|一秉虔诚|公秉
11211,秊,U+79CA,nian2,nián,grain,
11212,秋,U+79CB,qiu1,qiū,surname Qiu,一日三秋|一日不見，如隔三秋|一日不见，如隔三秋
11213,秌,U+79CC,qiu1,qiū,old variant of 秋[qiu1],
11214,种,U+79CD,zhong3|chong2|zhong4,zhǒng|chóng|zhòng,seed,一种|丙种射线|乙种
11215,秎,U+79CE,fen4,fèn,,
11216,秏,U+79CF,hao4|mao4,hào|mào,variant of 耗[hao4],
11217,秐,U+79D0,yun2,yún,,
11218,科,U+79D1,ke1|ke4,kē|kè,branch of study,中國國防科技信息中心|中国国防科技信息中心|中國大百科全書出版社
11219,秒,U+79D2,miao3,miǎo,second (unit of time),三秒膠|三秒胶|分秒必爭
11220,秓,U+79D3,zhi1,zhī,,
11221,秔,U+79D4,jing1,jīng,variant of 粳[jing1],
11222,秕,U+79D5,bi3,bǐ,grain not fully grown,秕子|秕穀|秕谷
11223,秖,U+79D6,zhi1,zhī,grain that has begun to ripen,
11224,秗,U+79D7,yu4,yù,,
11225,秘,U+79D8,mi4|bi4|bie2,mì|bì|bié,variant of 秘[mi4],一秘|便秘|副秘書長
11226,秙,U+79D9,ku4,kù,,
11227,秚,U+79DA,ban4,bàn,old variant of 拌[ban4],
11228,秛,U+79DB,pi1,pī,,
11229,秜,U+79DC,ni2|ni4,ní|nì,self-sown rice,
11230,秝,U+79DD,li4,lì,,
11231,秞,U+79DE,you2,yóu,,
11232,租,U+79DF,zu1|ju1,zū|jū,to hire,公租房|出租|出租司機
11233,秠,U+79E0,pi1,pī,(millet),
11234,秡,U+79E1,bo2,bó,,
11235,秢,U+79E2,ling2,líng,,
11236,秣,U+79E3,mo4,mò,feed a horse with grain,糧秣|粮秣|芻秣
11237,秤,U+79E4,cheng4|cheng1|ping2,chèng|chēng|píng,to weigh (variant of 稱|称[cheng1]),假秤|天秤|天秤座
11238,秥,U+79E5,nian2,nián,,
11239,秦,U+79E6,qin2,qín,surname Qin,先秦|前秦|大秦
11240,秧,U+79E7,yang1,yāng,sapling; seedling; sprout; (esp.) rice seedling,拔秧|插秧|普通秧雞
11241,秨,U+79E8,zuo2,zuó,,
11242,秩,U+79E9,zhi4,zhì,(literary) salary according to rank,公共秩序|品秩|無秩序
11243,秪,U+79EA,zhi1,zhī,,
11244,秫,U+79EB,shu2,shú,broomcorn millet (Panicum spp.),秫米
11245,秬,U+79EC,ju4,jù,black millet,
11246,秭,U+79ED,zi3,zǐ,billion,秭歸|秭归|秭歸縣
11247,秮,U+79EE,huo2,huó,,
11248,积,U+79EF,ji1|zhi3,jī|zhǐ,to amass; to accumulate; to store up,不定积分|乘积|内积
11249,称,U+79F0,cheng1|chen4|cheng4,chēng|chèn|chèng,to fit; to match; to suit,不对称|并称|交口称誉
11250,秱,U+79F1,tong2,tóng,,
11251,秲,U+79F2,zhi4|shi4,zhì|shì,,
11252,秳,U+79F3,huo2|kuo4,huó|kuò,,
11253,秴,U+79F4,he2|ge2,hé|gé,,
11254,秵,U+79F5,yin1,yīn,,
11255,秶,U+79F6,zi1,zī,,
11256,秷,U+79F7,zhi4,zhì,sound of reaping,
11257,秸,U+79F8,jie1|ji2,jiē|jí,grain stalks left after threshing,秸稈|秸秆|麥秸
11258,秹,U+79F9,ren3,rěn,,
11259,秺,U+79FA,du4,dù,,
11260,移,U+79FB,yi2|chi3|yi4,yí|chǐ|yì,to move,不移|中國移動通信|中国移动通信
11261,秼,U+79FC,zhu1,zhū,,
11262,秽,U+79FD,hui4,huì,(bound form) dirty; filthy,污秽|污言秽语|淫秽
11263,秾,U+79FE,nong2,nóng,lush flora,
11264,秿,U+79FF,fu4|bu1|pu1,fù|bū|pū,,
11265,稀,U+7A00,xi1,xī,sparse; scattered,人煙稀少|人烟稀少|依稀
11266,稁,U+7A01,gao3,gǎo,,
11267,稂,U+7A02,lang2,láng,grass,不稂不莠
11268,稃,U+7A03,fu1,fū,husk,內稃|内稃|外稃
11269,稄,U+7A04,xun4|ze4,xùn|zè,,
11270,稅,U+7A05,shui4,shuì,taxes,上稅|人頭稅|保稅
11271,稆,U+7A06,lv3,lǚ,variant of 穭|穞[lu:3],
11272,稇,U+7A07,kun3,kǔn,,
11273,稈,U+7A08,gan3,gǎn,stalks of grain,禾稈|秸稈|草稈
11274,稉,U+7A09,jing1,jīng,variant of 粳[jing1],
11275,稊,U+7A0A,ti2,tí,grass,
11276,程,U+7A0B,cheng2,chéng,surname Cheng,一次方程|一次方程式|一級方程式
11277,稌,U+7A0C,tu2|shu3,tú|shǔ,sticky rice,
11278,稍,U+7A0D,shao1|shao4,shāo|shào,somewhat,稍候|稍嫌|稍安勿躁
11279,税,U+7A0E,shui4|tuo1|tui4|tuan4,shuì|tuō|tuì|tuàn,taxes,上税|人头税|保税
11280,稏,U+7A0F,ya4,yà,,
11281,稐,U+7A10,lun3,lǔn,,
11282,稑,U+7A11,lu4,lù,late-planted early-ripening grain,
11283,稒,U+7A12,gu4,gù,,
11284,稓,U+7A13,zuo2,zuó,,
11285,稔,U+7A14,ren3,rěn,(literary) ripe grain; ripe; harvest; year,熟稔|稔知
11286,稕,U+7A15,zhun4|zhun3,zhùn|zhǔn,,
11287,稖,U+7A16,bang4,bàng,,
11288,稗,U+7A17,bai4,bài,barnyard millet (Echinochloa crus-galli),稗官
11289,稘,U+7A18,ji1|qi2,jī|qí,,
11290,稙,U+7A19,zhi1|zhi4,zhī|zhì,early-planted crop,足利義稙|足利义稙
11291,稚,U+7A1A,zhi4,zhì,infantile,幼稚|幼稚園|幼稚园
11292,稛,U+7A1B,kun3,kǔn,full,
11293,稜,U+7A1C,leng2|leng4|ling2,léng|lèng|líng,arris; edge,三稜草|三稜鏡|丹稜
11294,稝,U+7A1D,peng2,péng,,
11295,稞,U+7A1E,ke1|hua4,kē|huà,(wheat),青稞
11296,稟,U+7A1F,bing3|lin3,bǐng|lǐn,to make a report (to a superior),入稟|回稟|天賦異稟
11297,稠,U+7A20,chou2|tiao2|diao4,chóu|tiáo|diào,dense,人口稠密|人煙稠密|人烟稠密
11298,稡,U+7A21,zui4|zu2|su1,zuì|zú|sū,,
11299,稢,U+7A22,yu4,yù,,
11300,稣,U+7A23,su1,sū,archaic variant of 蘇|苏[su1],耶稣|耶稣光|耶稣升天节
11301,稤,U+7A24,lve4,lüè,,
11302,稥,U+7A25,xiang1,xiāng,,
11303,稦,U+7A26,yi1,yī,,
11304,稧,U+7A27,xi4|qie4,xì|qiè,,
11305,稨,U+7A28,bian3,biǎn,see 稨豆[bian3 dou4],稨豆
11306,稩,U+7A29,ji4,jì,,
11307,稪,U+7A2A,fu2,fú,,
11308,稫,U+7A2B,pi4|bi4,pì|bì,,
11309,稬,U+7A2C,nuo4,nuò,variant of 糯[nuo4],
11310,稭,U+7A2D,jie1,jiē,variant of 秸[jie1],
11311,種,U+7A2E,zhong3|chong2|zhong4,zhǒng|chóng|zhòng,seed,一種|丙種射線|乙種
11312,稯,U+7A2F,zong1|zong3,zōng|zǒng,,
11313,稰,U+7A30,xu3|xu1,xǔ|xū,,
11314,稱,U+7A31,cheng1|chen4|cheng4,chēng|chèn|chèng,to fit; to match; to suit,不對稱|並稱|交口稱譽
11315,稲,U+7A32,dao4,dào,variant of 稻[dao4],
11316,稳,U+7A33,wen3,wěn,settled; steady; stable,不稳|不稳平衡|不稳性
11317,稴,U+7A34,xian2|jian1|lian4|lian3,xián|jiān|liàn|liǎn,,
11318,稵,U+7A35,zi1|jiu1,zī|jiū,,
11319,稶,U+7A36,yu4,yù,,
11320,稷,U+7A37,ji4|ze4,jì|zè,millet,匡扶社稷|社稷|稷山
11321,稸,U+7A38,xu4,xù,,
11322,稹,U+7A39,zhen3|zhen1|bian1,zhěn|zhēn|biān,to accumulate,
11323,稺,U+7A3A,zhi4,zhì,old variant of 稚[zhi4],
11324,稻,U+7A3B,dao4,dào,paddy,再生稻|壓死駱駝的最後一根稻草|压死骆驼的最后一根稻草
11325,稼,U+7A3C,jia4,jià,to sow grain,稼穡|稼穑|莊稼
11326,稽,U+7A3D,ji1|qi3,jī|qǐ,surname Ji,滑天下之大稽|滑稽|無稽
11327,稾,U+7A3E,gao3|kao4|gao4|jiao4,gǎo|kào|gào|jiào,variant of 稿[gao3],
11328,稿,U+7A3F,gao3,gǎo,variant of 稿[gao3],供稿|修改稿|初稿
11329,穀,U+7A40,gu3,gǔ,grain,五穀|五穀豐登|全穀物
11330,穁,U+7A41,rong2,róng,,
11331,穂,U+7A42,sui4,suì,Japanese variant of 穗[sui4],
11332,穃,U+7A43,rong,rong,,
11333,穄,U+7A44,ji4,jì,(millet),
11334,穅,U+7A45,kang1,kāng,variant of 糠[kang1],
11335,穆,U+7A46,mu4,mù,surname Mu,亞穆蘇克羅|亚穆苏克罗|周穆王
11336,穇,U+7A47,can3|shan1|cen1,cǎn|shān|cēn,panicum frumentaceum,
11337,穈,U+7A48,mei2|men2|mi2,méi|mén|mí,porridge,
11338,穉,U+7A49,zhi4|chi2|ti2,zhì|chí|tí,variant of 稚[zhi4],
11339,穊,U+7A4A,ji4,jì,dense,
11340,穋,U+7A4B,lu4|jiu1,lù|jiū,late-planted early-ripening grain,
11341,穌,U+7A4C,su1,sū,archaic variant of 蘇|苏[su1],耶穌|耶穌光|耶穌升天節
11342,積,U+7A4D,ji1,jī,to amass; to accumulate; to store up,不定積分|乘積|內積
11343,穎,U+7A4E,ying3,yǐng,head of grain,孔穎達|新穎|王穎
11344,穏,U+7A4F,wen3,wěn,Japanese variant of 穩|稳,
11345,穐,U+7A50,qiu1,qiū,,
11346,穑,U+7A51,se4,sè,gather in harvest,稼穑
11347,穒,U+7A52,he4,hè,,
11348,穓,U+7A53,yi4,yì,,
11349,穔,U+7A54,huang2,huáng,,
11350,穕,U+7A55,qie4,qiè,,
11351,穖,U+7A56,ji3|ji4,jǐ|jì,,
11352,穗,U+7A57,sui4,suì,abbr. for Guangzhou 廣州|广州[Guang3 zhou1],三穗|三穗縣|三穗县
11353,穘,U+7A58,xiao1|rao4,xiāo|rào,,
11354,穙,U+7A59,pu2,pú,,
11355,穚,U+7A5A,jiao1,jiāo,,
11356,穛,U+7A5B,zhuo1|bo2,zhuō|bó,,
11357,穜,U+7A5C,zhong3|tong2|zhong4,zhǒng|tóng|zhòng,early-planted late-ripening grain,
11358,穝,U+7A5D,zui,zui,,
11359,穞,U+7A5E,lv3,lǚ,wild grain,
11360,穟,U+7A5F,sui4,suì,ear of grain,
11361,穠,U+7A60,nong2,nóng,lush flora,
11362,穡,U+7A61,se4,sè,gather in harvest,稼穡
11363,穢,U+7A62,hui4,huì,(bound form) dirty; filthy,污穢|污言穢語|淫穢
11364,穣,U+7A63,rang2,ráng,Japanese variant of 穰[rang2],
11365,穤,U+7A64,nuo4,nuò,variant of 糯[nuo4],
11366,穥,U+7A65,yu4|yu3,yù|yǔ,,
11367,穦,U+7A66,pin1,pīn,,
11368,穧,U+7A67,ji4|zi4,jì|zì,stack grain stalks evenly,
11369,穨,U+7A68,tui2,tuí,variant of 頹|颓[tui2],
11370,穩,U+7A69,wen3,wěn,settled; steady; stable,不穩|不穩平衡|不穩性
11371,穪,U+7A6A,cheng1|bie2,chēng|bié,,
11372,穫,U+7A6B,huo4|hu4,huò|hù,(bound form) to reap; to harvest,一分耕耘，一分收穫|收穫|收穫節
11373,穬,U+7A6C,kuang4,kuàng,,
11374,穭,U+7A6D,lv3,lǚ,wild grain,
11375,穮,U+7A6E,biao1|pao1,biāo|pāo,to weed,
11376,穯,U+7A6F,se4,sè,old variant of 穡|穑[se4],
11377,穰,U+7A70,rang2|rang3|reng2,ráng|rǎng|réng,surname Rang,人煙浩穰|人烟浩穰|司馬穰苴
11378,穱,U+7A71,zhuo1|jue2,zhuō|jué,,
11379,穲,U+7A72,li2,lí,,
11380,穳,U+7A73,cuan2|zan4,cuán|zàn,,
11381,穴,U+7A74,xue2|jue2,xué|jué,cave,不入虎穴，焉得虎子|俞穴|八會穴
11382,穵,U+7A75,wa1|ya4,wā|yà,to dig,
11383,究,U+7A76,jiu1|jiu4,jiū|jiù,after all,一探究竟|中央研究院|中美文化研究中心
11384,穷,U+7A77,qiong2,qióng,poor,一穷二白|不穷|人穷志不穷
11385,穸,U+7A78,xi1,xī,tomb,窀穸
11386,穹,U+7A79,qiong2|qiong1|kong1,qióng|qiōng|kōng,vault,熔岩穹丘|穹丘|穹廬
11387,空,U+7A7A,kong1|kong4|kong3,kōng|kòng|kǒng,empty,一場空|一场空|一掃而空
11388,穻,U+7A7B,yu1|yu3,yū|yǔ,,
11389,穼,U+7A7C,shen1,shēn,,
11390,穽,U+7A7D,jing3,jǐng,variant of 阱[jing3],
11391,穾,U+7A7E,yao4|yao3,yào|yǎo,,
11392,穿,U+7A7F,chuan1|chuan4|yuan1,chuān|chuàn|yuān,to wear,一眼看穿|亂穿馬路|乱穿马路
11393,窀,U+7A80,zhun1|tun2,zhūn|tún,to bury,窀穸
11394,突,U+7A81,tu1,tū,to dash,乳突|乳突竇|乳突窦
11395,窂,U+7A82,lao2,láo,variant of 牢[lao2],
11396,窃,U+7A83,qie4,qiè,to steal,偷窃|偷香窃玉|剽窃
11397,窄,U+7A84,zhai3,zhǎi,narrow,二尖瓣狹窄|二尖瓣狭窄|冤家路窄
11398,窅,U+7A85,yao3,yǎo,sunken eyes,窅然
11399,窆,U+7A86,bian3,biǎn,to put a coffin in the grave,
11400,窇,U+7A87,bao2,báo,,
11401,窈,U+7A88,yao3|yao4,yǎo|yào,(literary) deep; profound; dim (variant of 杳[yao3]),窈冥|窈窈|窈窕
11402,窉,U+7A89,bing3,bǐng,,
11403,窊,U+7A8A,wa1,wā,lowland swamp,
11404,窋,U+7A8B,zhu2|ku1,zhú|kū,in a hole,
11405,窌,U+7A8C,jiao4|pao4|liao2|liu4,jiào|pào|liáo|liù,cellar,
11406,窍,U+7A8D,qiao4,qiào,hole,一窍不通|七窍|七窍生烟
11407,窎,U+7A8E,diao4,diào,(literary) distant,
11408,窏,U+7A8F,wu1,wū,,
11409,窐,U+7A90,gui1|wa1,guī|wā,,
11410,窑,U+7A91,yao2,yáo,kiln,土窑|破瓦寒窑|砖窑
11411,窒,U+7A92,zhi4|die2,zhì|dié,to obstruct,窒息|窒息性毒劑|窒息性毒剂
11412,窓,U+7A93,chuang1,chuāng,variant of 窗[chuang1],
11413,窔,U+7A94,yao4|yao3,yào|yǎo,dark,
11414,窕,U+7A95,tiao3|tiao1,tiǎo|tiāo,quiet and secluded,窈窕|窕邃|輕窕
11415,窖,U+7A96,jiao4|zao4,jiào|zào,cellar,冰窖|地窖|墓窖
11416,窗,U+7A97,chuang1|cong1,chuāng|cōng,old variant of 窗[chuang1],兩耳不聞窗外事|两耳不闻窗外事|前庭窗
11417,窘,U+7A98,jiong3,jiǒng,distressed,受窘|困窘|發窘
11418,窙,U+7A99,xiao1,xiāo,,
11419,窚,U+7A9A,cheng2,chéng,,
11420,窛,U+7A9B,kou4,kòu,,
11421,窜,U+7A9C,cuan4,cuàn,to flee,乱窜|奔窜|抱头鼠窜
11422,窝,U+7A9D,wo1,wō,nest,一窝蜂|兔子不吃窝边草|卵巢窝
11423,窞,U+7A9E,dan4,dàn,pit,
11424,窟,U+7A9F,ku1,kū,cave,吳哥窟|吴哥窟|四大石窟
11425,窠,U+7AA0,ke1,kē,nest,不落窠臼|窠臼|臼窠
11426,窡,U+7AA1,zhuo2,zhuó,,
11427,窢,U+7AA2,xu1,xū,,
11428,窣,U+7AA3,su1,sū,used in 窸窣[xi1 su1],窸窣
11429,窤,U+7AA4,guan1,guān,,
11430,窥,U+7AA5,kui1,kuī,to peep,一窥端倪|偷窥|偷窥狂
11431,窦,U+7AA6,dou4,dòu,surname Dou,乳突窦|利玛窦|利马窦
11432,窧,U+7AA7,zhuo,zhuo,,
11433,窨,U+7AA8,xun1|yin4|yin1,xūn|yìn|yīn,to scent tea with flowers,地窨|地窨子|窨井
11434,窩,U+7AA9,wo1,wō,nest,一窩蜂|兔子不吃窩邊草|卵巢窩
11435,窪,U+7AAA,wa1,wā,depression; low-lying area,低窪|坑坑窪窪|坑窪
11436,窫,U+7AAB,ya4|ye1,yà|yē,,
11437,窬,U+7AAC,yu2|dou1,yú|dōu,hole in a wall,
11438,窭,U+7AAD,ju4,jù,poor,
11439,窮,U+7AAE,qiong2,qióng,poor,一窮二白|不窮|人窮志不窮
11440,窯,U+7AAF,yao2|yao4|qiao1,yáo|yào|qiāo,kiln,土窯|破瓦寒窯|磚窯
11441,窰,U+7AB0,yao2,yáo,variant of 窯|窑[yao2],窰場
11442,窱,U+7AB1,tiao3,tiǎo,,
11443,窲,U+7AB2,chao2,cháo,,
11444,窳,U+7AB3,yu3|yu2,yǔ|yú,bad,窳敗|窳败
11445,窴,U+7AB4,tian2,tián,fill in,
11446,窵,U+7AB5,diao4,diào,(literary) distant,
11447,窶,U+7AB6,ju4|lou2,jù|lóu,poor,
11448,窷,U+7AB7,liao4,liào,,
11449,窸,U+7AB8,xi1,xī,used in 窸窣[xi1 su1],窸窣
11450,窹,U+7AB9,wu4,wù,,
11451,窺,U+7ABA,kui1|kui3,kuī|kuǐ,to peep,一窺端倪|偷窺|偷窺狂
11452,窻,U+7ABB,chuang1,chuāng,variant of 窗[chuang1],
11453,窼,U+7ABC,zhao1|ke1,zhāo|kē,,
11454,窽,U+7ABD,kuan3,kuǎn,,
11455,窾,U+7ABE,kuan3|cuan4,kuǎn|cuàn,to conceal,批郤導窾|批郤导窾
11456,窿,U+7ABF,long2,lóng,cavity,大耳窿|穹窿|窟窿
11457,竀,U+7AC0,cheng1|cheng4,chēng|chèng,,
11458,竁,U+7AC1,cui4,cuì,dig a hole,
11459,竂,U+7AC2,liao2,liáo,,
11460,竃,U+7AC3,zao4,zào,old variant of 灶[zao4],
11461,竄,U+7AC4,cuan4|cuan1,cuàn|cuān,to flee,亂竄|奔竄|抱頭鼠竄
11462,竅,U+7AC5,qiao4,qiào,hole,一竅不通|七竅|七竅生煙
11463,竆,U+7AC6,qiong2,qióng,,
11464,竇,U+7AC7,dou4|du2,dòu|dú,surname Dou,乳突竇|利瑪竇|利馬竇
11465,竈,U+7AC8,zao4,zào,variant of 灶[zao4],分竈吃飯|吃小竈|跨竈
11466,竉,U+7AC9,long3,lǒng,,
11467,竊,U+7ACA,qie4,qiè,to steal,偷竊|偷香竊玉|剽竊
11468,立,U+7ACB,li4|wei4,lì|wèi,surname Li,三十而立|三權分立|三权分立
11469,竌,U+7ACC,chu4,chù,,
11470,竍,U+7ACD,shi2,shí,,
11471,竎,U+7ACE,fu4,fù,,
11472,竏,U+7ACF,qian1,qiān,,
11473,竐,U+7AD0,chu4,chù,,
11474,竑,U+7AD1,hong2,hóng,large,
11475,竒,U+7AD2,qi2,qí,,
11476,竓,U+7AD3,hao2,háo,,
11477,竔,U+7AD4,sheng1,shēng,,
11478,竕,U+7AD5,fen1,fēn,,
11479,竖,U+7AD6,shu4,shù,variant of 豎|竖[shu4],横七竖八|横三竖四|横挑鼻子竖挑眼
11480,竗,U+7AD7,miao4,miào,,
11481,竘,U+7AD8,qu3|kou3,qǔ|kǒu,,
11482,站,U+7AD9,zhan4|zhan1,zhàn|zhān,station,B站|一站式|下一站
11483,竚,U+7ADA,zhu4,zhù,to stand for a long time (variant of 佇|伫[zhu4]),
11484,竛,U+7ADB,ling2,líng,,
11485,竜,U+7ADC,long2|neng2,lóng|néng,Japanese variant of 龍|龙,
11486,竝,U+7ADD,bing4,bìng,variant of 並|并[bing4],
11487,竞,U+7ADE,jing4,jìng,to compete,不正当竞争|公平竞争|市场竞争
11488,竟,U+7ADF,jing4,jìng,unexpectedly,一探究竟|有志竟成|有志者事竟成
11489,章,U+7AE0,zhang1|zhang4,zhāng|zhàng,surname Zhang,九章算術|九章算术|做文章
11490,竡,U+7AE1,bai3,bǎi,hectoliter (old),
11491,竢,U+7AE2,si4,sì,variant of 俟[si4],
11492,竣,U+7AE3,jun4,jùn,complete,告竣|竣工
11493,竤,U+7AE4,hong2,hóng,,
11494,童,U+7AE5,tong2|zhong1,tóng|zhōng,surname Tong,乩童|仙童|兒童
11495,竦,U+7AE6,song3,sǒng,respectful,竦然
11496,竧,U+7AE7,jing4|zhen3,jìng|zhěn,,
11497,竨,U+7AE8,diao4,diào,,
11498,竩,U+7AE9,yi4,yì,,
11499,竪,U+7AEA,shu4,shù,variant of 豎|竖[shu4],
11500,竫,U+7AEB,jing4,jìng,,
11501,竬,U+7AEC,qu3,qǔ,,
11502,竭,U+7AED,jie2,jié,to exhaust,再衰三竭|匱竭|匮竭
11503,竮,U+7AEE,ping1,pīng,,
11504,端,U+7AEF,duan1,duān,(bound form) tip; end; extremity,一碗水端平|一窺端倪|一窥端倪
11505,竰,U+7AF0,li2,lí,,
11506,竱,U+7AF1,zhuan3,zhuǎn,,
11507,竲,U+7AF2,ceng2,céng,,
11508,竳,U+7AF3,deng1,dēng,,
11509,竴,U+7AF4,cun1,cūn,,
11510,竵,U+7AF5,wai1|hua1,wāi|huā,,
11511,競,U+7AF6,jing4,jìng,to compete,不正當競爭|公平競爭|市場競爭
11512,竷,U+7AF7,kan3|kan4,kǎn|kàn,,
11513,竸,U+7AF8,jing4,jìng,,
11514,竹,U+7AF9,zhu2,zhú,(bound form) bamboo,勢如破竹|势如破竹|南竹
11515,竺,U+7AFA,zhu2|du3,zhú|dǔ,surname Zhu,天竺|天竺牡丹|天竺葵
11516,竻,U+7AFB,le4|jin1,lè|jīn,,
11517,竼,U+7AFC,peng2,péng,,
11518,竽,U+7AFD,yu2,yú,"free reed wind instrument similar to the sheng 笙[sheng1], used in ancient China",吹竽手|濫竽|滥竽
11519,竾,U+7AFE,chi2,chí,variant of 篪[chi2],
11520,竿,U+7AFF,gan1|gan4|gan3,gān|gàn|gǎn,pole,八竿子打不著|八竿子打不着|北竿
11521,笀,U+7B00,mang2,máng,old variant of 芒[mang2],
11522,笁,U+7B01,zhu2,zhú,,
11523,笂,U+7B02,wan2,wán,,
11524,笃,U+7B03,du3,dǔ,(bound form) sincere; genuine,危笃|本笃十六世|本笃会
11525,笄,U+7B04,ji1,jī,15 years old,及笄|笄冠|笄年
11526,笅,U+7B05,jiao3,jiǎo,,
11527,笆,U+7B06,ba1,bā,an article made of bamboo strips,竹籬笆|竹篱笆|笆斗
11528,笇,U+7B07,suan4,suàn,,
11529,笈,U+7B08,ji2,jí,trunks (for books),秘笈|負笈|负笈
11530,笉,U+7B09,qin3,qǐn,smiling countenance,
11531,笊,U+7B0A,zhao4,zhào,loosely woven bamboo ladle,笊籬|笊篱
11532,笋,U+7B0B,sun3,sǔn,variant of 筍|笋[sun3],冬笋|春笋|玉米笋
11533,笌,U+7B0C,ya2,yá,,
11534,笍,U+7B0D,zhui4|rui4,zhuì|ruì,,
11535,笎,U+7B0E,yuan2,yuán,bamboo with black patches,
11536,笏,U+7B0F,hu4|wen3|wu4,hù|wěn|wù,(old) ceremonial tablet (held by officials at an audience),
11537,笐,U+7B10,hang2|hang4,háng|hàng,bamboos placed across wooden frames on which grain may be stored in damp climates,
11538,笑,U+7B11,xiao4,xiào,old variant of 笑[xiao4],一笑了之|一笑置之|一顰一笑
11539,笒,U+7B12,cen2|jin4|han2,cén|jìn|hán,,
11540,笓,U+7B13,bi4|pi2|bi1,bì|pí|bī,to comb,
11541,笔,U+7B14,bi3,bǐ,pen,一笔不苟|一笔勾销|一笔带过
11542,笕,U+7B15,jian3,jiǎn,bamboo conduit,
11543,笖,U+7B16,yi3,yǐ,,
11544,笗,U+7B17,dong1,dōng,,
11545,笘,U+7B18,shan1,shān,,
11546,笙,U+7B19,sheng1,shēng,"sheng, a free reed wind instrument with vertical bamboo pipes",排笙|杜月笙|竹笙
11547,笚,U+7B1A,da1|xia2|na4,dā|xiá|nà,,
11548,笛,U+7B1B,di2,dí,flute,哨笛|木笛|汽笛
11549,笜,U+7B1C,zhu2,zhú,,
11550,笝,U+7B1D,na4,nà,,
11551,笞,U+7B1E,chi1,chī,to whip with bamboo strips,榜笞|笞刑|笞掠
11552,笟,U+7B1F,gu1,gū,,
11553,笠,U+7B20,li4,lì,bamboo rain hat,床笠|斗笠
11554,笡,U+7B21,qie4,qiè,,
11555,笢,U+7B22,min3,mǐn,,
11556,笣,U+7B23,bao1,bāo,,
